"tag:id","tag:name","period","bill:number","bill:eu"
"5120","regionální orgány státní správy",4,29,0
"462","regionální rozdílnost",4,29,0
"4272","územní samospráva",4,29,0
"5018","alkoholickı nápoj",4,38,0
"4585","daò z pøidané hodnoty",4,38,0
"1312","daò z pøíjmu fyzickıch osob",4,38,0
"1321","daò ze spotøeby",4,38,0
"5262","motorové palivo",4,38,0
"3076","pomoc obìtem neštìstí",4,38,0
"1440","povodeò",4,38,0
"4392","sazba DPH",4,38,0
"1395","tabákovı prùmysl",4,38,0
"3773","topnı olej",4,38,0
"3076","pomoc obìtem neštìstí",4,39,0
"1440","povodeò",4,39,0
"413","pøírodní katastrofa",4,39,0
"2327","stavební povolení",4,39,0
"3134","stavební právo",4,39,0
"5433","územní plánování",4,39,0
"3076","pomoc obìtem neštìstí",4,40,0
"1440","povodeò",4,40,0
"20","pøidìlení zakázky",4,40,0
"4219","soutìní øízení",4,40,0
"1810","veøejná zakázka",4,40,0
"886","vıjimeènı stav",4,40,0
"1440","povodeò",4,41,0
"3072","pøerozdìlování pøíjmù",4,41,0
"4503","pøevod vlastnictví",4,41,0
"3932","privatizace",4,41,0
"4446","pùda ve vlastnictví státu",4,41,0
"2996","státní lesy",4,41,0
"5052","státní rozpoèet",4,41,0
"4445","zemìdìlská pùda",4,41,0
"2246","èlen parlamentu",4,43,0
"3751","dùchodové pojištìní",4,43,0
"1334","pracovní nezpùsobilost",4,43,0
"1537","soudce",4,43,0
"1047","státní úøedník",4,43,0
"1046","veøejná funkce",4,43,0
"3512","zdravotní pojištìní",4,43,0
"68","místní orgány státní správy",4,44,0
"1004","sociální pomoc",4,44,0
"4143","sociální sluby",4,44,0
"3358","sociální zaøízení",4,44,0
"1014","státní financování",4,44,0
"1952","zpùsob financování",4,44,0
"3843","mzda",4,45,0
"625","mzdové tarify",4,45,0
"734","státní zamìstnanec",4,45,0
"2246","èlen parlamentu",4,46,0
"4120","finanèní pøíjem èlenù parlamentu",4,46,0
"3843","mzda",4,46,0
"1344","poslanecká dieta",4,46,0
"1735","soudce a státní zástupce",4,46,0
"1047","státní úøedník",4,46,0
"1046","veøejná funkce",4,46,0
"5850","evidence obyvatelstva",4,49,0
"4359","informaèní systém",4,49,0
"4361","komunikaèní systém",4,49,0
"2832","ochrana komunikací",4,49,0
"5271","trestní rejstøík",4,49,0
"4063","èlenství v Evropské unii",4,50,0
"12","pøistoupení k Evropské unii",4,50,0
"2966","referendum",4,50,0
"4035","smlouva o pøistoupení k Evropskım spoleèenstvím",4,50,0
"5860","Èeská republika",4,51,1
"697","evropské volby",4,51,1
"2243","Evropskı parlament",4,51,1
"4368","evropskı volební systém",4,51,1
"2640","cena potravin",4,52,1
"1250","hotové potraviny",4,52,1
"1425","informace pro spotøebitele",4,52,1
"3268","jednotková cena",4,52,1
"2652","maloobchodní cena",4,52,1
"4666","maloobchodní prodej",4,52,1
"5573","oznaèení vırobku",4,52,1
"677","celoivotní vzdìlávání",4,53,1
"3594","lékaø",4,53,1
"3596","lékárník",4,53,1
"788","lékaøské vzdìlávání",4,53,1
"5902","lékaøskı obor",4,53,1
"2868","odborná kvalifikace",4,53,1
"2161","profesní komora",4,53,1
"1074","profesní pøíprava",4,53,1
"2789","zdravotnické povolání",4,53,1
"3593","zubní lékaø",4,53,1
"5079","katastr nemovitostí",4,54,0
"5120","regionální orgány státní správy",4,54,0
"5028","botanika",4,55,1
"4111","genetické inenırství",4,55,1
"5768","geneticky modifikovanı organismus",4,55,1
"5740","mikroorganismus",4,55,1
"2827","ochrana rostlinné øíše",4,55,1
"2472","informaèní politika",4,59,0
"4359","informaèní systém",4,59,0
"5116","ministerstvo",4,59,0
"38","ústøední orgány státní správy",4,59,0
"2832","ochrana komunikací",4,60,0
"4180","sídlo instituce",4,60,0
"5886","agrární sektor",4,61,1
"5025","intervenèní nákupy",4,61,1
"3170","intervenèní orgán",4,61,1
"2462","intervenèní politika",4,61,1
"3507","ministerská odpovìdnost",4,61,1
"5116","ministerstvo",4,61,1
"889","státní podpora",4,61,1
"2974","zemìdìlská kvóta",4,61,1
"2442","zemìdìlská politika",4,61,1
"1929","chov zvíøat",4,62,1
"865","chránìnı druh",4,62,1
"2826","ochrana ivoèišné øíše",4,62,1
"2830","ochrana zvíøat",4,62,1
"1640","patentová licence",4,62,1
"889","státní podpora",4,62,1
"972","ivoèišná øíše",4,62,1
"4810","zoologie",4,62,1
"177","kontrola zneèištìní",4,63,1
"1707","opatøení na kontrolu zneèištìní",4,63,1
"4074","pøedcházení ekologickım rizikùm",4,63,1
"2611","prevence zneèištìní",4,63,1
"2897","pøibliování legislativy",4,63,1
"2527","zneèišování atmosféry",4,63,1
"2628","armáda",4,65,0
"2588","orgány veøejné správy",4,65,0
"4180","sídlo instituce",4,65,0
"4127","základní vojenská sluba",4,65,0
"295","investièní úvìr",4,66,0
"4657","kolejové vozidlo",4,66,0
"1129","záruka",4,66,0
"1130","záruka úvìru",4,66,0
"68","místní orgány státní správy",4,67,0
"3919","ochrana dítìte",4,67,0
"2588","orgány veøejné správy",4,67,0
"3361","pomoc do domácnosti",4,67,0
"516","právo na spravedlnost",4,67,0
"4050","sociální zabezpeèení",4,67,0
"2830","ochrana zvíøat",4,68,0
"3595","veterináø",4,68,0
"1445","veterinární inspekce",4,68,0
"1598","veterinární legislativa",4,68,0
"2785","veterinární produkt",4,68,0
"1277","vıiva zvíøat",4,68,0
"5877","zdraví zvíøat",4,68,0
"2737","ivoèišnı vırobek",4,68,0
"5597","azylové právo",4,69,0
"42","kompetence soudce",4,69,0
"44","místní pøíslušnost",4,69,0
"2867","politickı azyl",4,69,0
"591","délka pronájmu",4,70,0
"4606","obchodní pronájem",4,70,0
"547","právo obnovit drení",4,70,0
"1687","pronájem nemovitosti",4,70,0
"2695","správní øízení",4,70,0
"4675","audit",4,71,0
"189","finanèní kontrola",4,71,0
"5154","financování z veøejnıch prostøedkù",4,71,0
"2579","kontrolní moc",4,71,0
"2588","orgány veøejné správy",4,71,0
"5600","práva úøedníka",4,71,0
"5945","správní dohled",4,71,0
"60","úèetní",4,71,0
"4039","bezpeènost pøi práci",4,72,1
"3879","stavebnictví",4,72,1
"5810","úrazová prevence",4,72,1
"1280","zdraví na pracovišti",4,72,1
"192","zdravotní inspekce",4,72,1
"1326","daò z pøíjmù",4,73,0
"68","místní orgány státní správy",4,73,0
"1673","odpis",4,73,0
"5120","regionální orgány státní správy",4,73,0
"3438","silnièní sí",4,73,0
"4801","chránìné území",4,74,0
"2815","nemovitı majetek",4,74,0
"2841","ochrana krajiny",4,74,0
"2825","ochrana ivotního prostøedí",4,74,0
"2695","správní øízení",4,74,0
"1597","školská legislativa",4,76,0
"682","speciální vzdìlávání",4,76,0
"3349","tìlesnì postienı èlovìk",4,76,0
"777","uèitel",4,76,0
"716","ák",4,76,0
"5805","hlava státu",4,81,0
"2597","promlèení vıkonu trestu",4,81,0
"527","ústavní právo",4,81,0
"610","povrchová voda",4,85,0
"597","voda",4,85,0
"3535","vodní zdroje",4,85,0
"4628","vyuití vody",4,85,0
"941","vyuívání zdrojù",4,85,0
"2862","propagace",4,87,1
"2883","rozhlasové vysílání",4,87,1
"4432","televize",4,87,1
"4585","daò z pøidané hodnoty",4,89,0
"1326","daò z pøíjmù",4,89,0
"365","daòová úleva",4,89,0
"3074","humanitární pomoc",4,89,0
"1440","povodeò",4,89,0
"5805","hlava státu",4,90,0
"5105","kandidát",4,90,0
"2186","organizace voleb",4,90,0
"704","prezidentské volby",4,90,0
"148","ústava",4,90,0
"4322","všeobecné volební právo",4,90,0
"4542","dopravce",4,91,0
"1645","dopravní licence",4,91,0
"4533","silnièní doprava",4,91,0
"2753","dietní vırobek",4,92,0
"2605","sociální dávky",4,92,0
"250","sociální pøíspìvek",4,92,0
"4050","sociální zabezpeèení",4,92,0
"1231","zdravotnì postienı èlovìk",4,92,0
"1369","zvláštní dávky",4,92,0
"5805","hlava státu",4,95,0
"2186","organizace voleb",4,95,0
"704","prezidentské volby",4,95,0
"148","ústava",4,95,0
"4322","všeobecné volební právo",4,95,0
"1314","daò z majetku",4,96,0
"365","daòová úleva",4,96,0
"2813","nemovitost",4,96,0
"1440","povodeò",4,96,0
"68","místní orgány státní správy",4,97,0
"27","obec",4,97,0
"3038","pøenesení pravomoci",4,97,0
"3031","region",4,97,0
"3256","regionální finance",4,97,0
"5120","regionální orgány státní správy",4,97,0
"794","soukromé školství",4,97,0
"3513","trestní odpovìdnost",4,98,0
"2704","trestní øízení",4,98,0
"5497","trestní zákoník",4,98,0
"5631","vıkon trestu",4,98,0
"375","zloèinnost mládee",4,98,0
"5603","zvláštní vıchovná péèe",4,98,0
"4740","mìstská komunikace",4,99,0
"4503","pøevod vlastnictví",4,99,0
"3438","silnièní sí",4,99,0
"2812","veøejnı majetek",4,99,0
"1952","zpùsob financování",4,99,0
"4838","EIB",4,101,0
"1000","financování",4,101,0
"295","investièní úvìr",4,101,0
"1440","povodeò",4,101,0
"413","pøírodní katastrofa",4,101,0
"3666","evropská znaèka",4,104,1
"3665","právo na obchodní znaèku",4,104,1
"3662","registrovaná obchodní známka",4,104,1
"1821","znaèka",4,104,1
"2199","NATO",4,105,0
"888","Spojené státy",4,105,0
"218","vojenská spolupráce",4,105,0
"3439","vojenské letectvo",4,105,0
"3441","vojska v zahranièí",4,105,0
"3637","vrcholná schùzka",4,105,0
"5887","vzdušná bezpeènost",4,105,0
"859","vzdušnı prostor",4,105,0
"5582","dluh",4,107,0
"3198","pouité zboí",4,107,0
"164","smlouva",4,107,0
"3944","trestnı èin proti majetku",4,107,0
"1129","záruka",4,107,0
"814","ivnost",4,107,0
"5597","azylové právo",4,108,0
"4003","cizí státní obèan",4,108,0
"1545","trestní soud",4,108,0
"1432","trestnı èin",4,108,0
"4345","dálnice",4,109,0
"72","koncesionáø",4,109,0
"4539","pozemní doprava",4,109,0
"829","soukromı sektor",4,109,0
"3879","stavebnictví",4,109,0
"5583","celní dluh",4,114,0
"3156","celní právo",4,114,0
"1326","daò z pøíjmù",4,114,0
"929","plnìní rozpoètu",4,114,0
"5559","pohledávka",4,114,0
"5052","státní rozpoèet",4,114,0
"1129","záruka",4,114,0
"3400","hospodáøská obnova",4,115,0
"190","parlamentní kontrola",4,115,0
"2448","rozpoètová politika",4,115,0
"2698","rozpoètová pravidla",4,115,0
"5052","státní rozpoèet",4,115,0
"1018","veøejné finance",4,115,0
"1172","vláda",4,115,0
"728","emise cennıch papírù",4,116,0
"1804","finanèní trh",4,116,0
"4463","pøevoditelnı cennı papír",4,116,0
"522","smìneèné právo",4,116,0
"424","státní dluh",4,116,0
"1682","umoøování veøejného dluhu",4,116,0
"865","chránìnı druh",4,117,1
"1641","obchodní licence",4,117,1
"2827","ochrana rostlinné øíše",4,117,1
"2826","ochrana ivoèišné øíše",4,117,1
"2830","ochrana zvíøat",4,117,1
"4152","pøeprava zvíøat",4,117,1
"1314","daò z majetku",4,118,0
"1021","daòová soustava",4,118,0
"365","daòová úleva",4,118,0
"170","daòovı poplatník",4,118,0
"2504","fiskální politika",4,118,0
"413","pøírodní katastrofa",4,118,0
"2471","architektura",4,120,1
"2338","fyzická osoba",4,120,1
"1435","inenır",4,120,1
"5985","obor podnikání",4,120,1
"2868","odborná kvalifikace",4,120,1
"3879","stavebnictví",4,120,1
"3587","technická profese",4,120,1
"1633","volnı pohyb osob",4,120,1
"3376","vıstavba mìst",4,120,1
"814","ivnost",4,120,1
"5805","hlava státu",4,121,0
"3688","nemzdové pøíjmy",4,121,0
"4820","nízká mzda",4,122,0
"5317","osobní vlastnictví",4,122,0
"2605","sociální dávky",4,122,0
"3357","sociální péèe",4,122,0
"1004","sociální pomoc",4,122,0
"3907","uspokojení z práce",4,122,0
"4208","vlastní spotøeba",4,122,0
"4086","ivotní minimum",4,122,0
"2605","sociální dávky",4,123,0
"4050","sociální zabezpeèení",4,123,0
"889","státní podpora",4,123,0
"4784","drustevní banka",4,124,1
"1452","finanèní instituce",4,124,1
"5089","spoøitelna",4,124,1
"3246","úvìrová instituce",4,124,1
"230","úvìrové drustvo",4,124,1
"474","distribuce",4,126,1
"1594","farmaceutická legislativa",4,126,1
"2773","farmaceutickı vırobek",4,126,1
"5916","kontrola léèiv",4,126,1
"2785","veterinární produkt",4,126,1
"5287","ionizující záøení",4,127,1
"584","lidská práva",4,127,1
"3566","profesní etika",4,127,1
"3844","prostøedky zdravotnické techniky",4,127,1
"3885","zdraví veøejnosti",4,127,1
"5899","zdravotní péèe",4,127,1
"2479","zdravotní politika",4,127,1
"814","ivnost",4,127,1
"2868","odborná kvalifikace",4,128,1
"2790","pomocná lékaøská profese",4,128,1
"1074","profesní pøíprava",4,128,1
"5785","zdravotní personál",4,128,1
"2789","zdravotnické povolání",4,128,1
"790","zdravotnické školství",4,128,1
"6325","lesní certifikace",4,129,1
"2505","lesnická politika",4,129,1
"4081","osivo",4,129,1
"4352","pìstování lesù",4,129,1
"1513","rozvoj lesnictví",4,129,1
"6324","udritelné lesní hospodáøství",4,129,1
"5016","zalesòování",4,129,1
"191","ochrana rostlin",4,130,1
"4081","osivo",4,130,1
"2413","prùmyslová rostlina",4,130,1
"3409","rozmnoování rostlin",4,130,1
"2409","sadba",4,130,1
"1475","šlechtìní rostlin",4,130,1
"2442","zemìdìlská politika",4,130,1
"1323","daò z kapitálového zisku",4,131,1
"530","daò z pøevodu nemovitosti",4,131,1
"1324","daò z pøevodu vlastnictví",4,131,1
"1331","daò z pøíjmù právnickıch osob",4,131,1
"1122","fúze podnikù",4,131,1
"535","ekologické právo",4,132,1
"2826","ochrana ivoèišné øíše",4,132,1
"2825","ochrana ivotního prostøedí",4,132,1
"2897","pøibliování legislativy",4,132,1
"3134","stavební právo",4,132,1
"5433","územní plánování",4,132,1
"1886","drahı kov",4,133,0
"2159","mìøidla a mìøicí zaøízení",4,133,0
"1562","oznaèení kvality",4,133,0
"5573","oznaèení vırobku",4,133,0
"3665","právo na obchodní znaèku",4,133,0
"180","øízení jakosti prùmyslovıch vırobkù",4,133,0
"758","dítì",4,134,0
"5850","evidence obyvatelstva",4,134,0
"1818","manelství",4,134,0
"884","osobní stav",4,134,0
"3315","pøíjmení",4,134,0
"5291","smrt",4,134,0
"728","emise cennıch papírù",4,135,0
"1012","financování rozpoètu",4,135,0
"368","rozpoètovı schodek",4,135,0
"5052","státní rozpoèet",4,135,0
"1682","umoøování veøejného dluhu",4,135,0
"4101","církev",4,139,0
"782","konfesijní vzdìlávání",4,139,0
"5161","právní subjektivita",4,139,0
"2337","právnická osoba",4,139,0
"4357","školskı systém",4,139,0
"4272","územní samospráva",4,139,0
"77","veøejná správa",4,139,0
"5839","ekologická daò",4,148,0
"609","spodní voda",4,148,0
"597","voda",4,148,0
"3535","vodní zdroje",4,148,0
"4628","vyuití vody",4,148,0
"941","vyuívání zdrojù",4,148,0
"1690","byt",4,150,0
"556","bytové právo",4,150,0
"3152","cenová regulace",4,150,0
"4131","placené sluby",4,150,0
"2602","poskytování slueb",4,150,0
"4598","pronájem",4,150,0
"1687","pronájem nemovitosti",4,150,0
"3380","úprava nájmù",4,150,0
"5574","vypovìdìní smlouvy",4,150,0
"3843","mzda",4,151,0
"1316","nepøímá daò",4,151,0
"1313","pøímá daò",4,151,0
"4050","sociální zabezpeèení",4,151,0
"1026","stanovení mzdy",4,151,0
"6022","zákoník práce",4,151,0
"735","zamìstnavatel",4,151,0
"2588","orgány veøejné správy",4,152,0
"5120","regionální orgány státní správy",4,152,0
"2695","správní øízení",4,152,0
"77","veøejná správa",4,152,0
"3783","elektrárenskı prùmysl",4,153,0
"2498","energetická politika",4,153,0
"534","energetické právo",4,153,0
"3737","energetickı prùmysl",4,153,0
"835","podpora podnikání",4,153,0
"3165","regulace trhu",4,153,0
"4784","drustevní banka",4,158,0
"728","emise cennıch papírù",4,158,0
"922","finanèní pomoc",4,158,0
"2355","finanèní ztráta",4,158,0
"1341","pojistné plnìní",4,158,0
"742","zadluenost",4,158,0
"5696","ekologická nálepka",4,161,0
"5754","ekologická norma",4,161,0
"2498","energetická politika",4,161,0
"1160","hospodaøení se zdroji",4,161,0
"5573","oznaèení vırobku",4,161,0
"3549","pøírodní zdroje",4,161,0
"642","úspora energie",4,161,0
"68","místní orgány státní správy",4,162,0
"269","náklady na vzdìlávání",4,162,0
"2175","organizace školství",4,162,0
"789","povinná školní docházka",4,162,0
"35","správní pravomoc",4,162,0
"796","veøejné školství",4,162,0
"4475","drogová závislost",4,165,1
"1594","farmaceutická legislativa",4,165,1
"2773","farmaceutickı vırobek",4,165,1
"5916","kontrola léèiv",4,165,1
"4306","omamná látka",4,165,1
"2897","pøibliování legislativy",4,165,1
"5914","psychotropní látka",4,165,1
"728","emise cennıch papírù",4,170,0
"1012","financování rozpoètu",4,170,0
"368","rozpoètovı schodek",4,170,0
"1300","sniování dluhu",4,170,0
"5052","státní rozpoèet",4,170,0
"1682","umoøování veøejného dluhu",4,170,0
"1324","daò z pøevodu vlastnictví",4,171,0
"546","pøedkupní právo",4,171,0
"4503","pøevod vlastnictví",4,171,0
"3932","privatizace",4,171,0
"2814","zemìdìlská nemovitost",4,171,0
"5805","hlava státu",4,172,0
"5105","kandidát",4,172,0
"2186","organizace voleb",4,172,0
"704","prezidentské volby",4,172,0
"148","ústava",4,172,0
"4322","všeobecné volební právo",4,172,0
"728","emise cennıch papírù",4,188,0
"1012","financování rozpoètu",4,188,0
"368","rozpoètovı schodek",4,188,0
"1300","sniování dluhu",4,188,0
"424","státní dluh",4,188,0
"5052","státní rozpoèet",4,188,0
"5618","Evropskı hospodáøskı prostor",4,190,0
"55","finanèní úèetnictví",4,190,0
"4193","komerèní firma",4,190,0
"2085","notáø",4,190,0
"524","obchodní právo",4,190,0
"1301","obchodní rejstøík",4,190,0
"2035","sídlo právnické osoby",4,190,0
"4087","osobní zbraò",4,191,0
"1562","oznaèení kvality",4,191,0
"3173","oznaèení pùvodu",4,191,0
"3434","støelná zbraò a støelivo",4,191,0
"4762","hlasování parlamentu",4,192,0
"5054","mimoøádnı rozpoèet",4,192,0
"3076","pomoc obìtem neštìstí",4,192,0
"413","pøírodní katastrofa",4,192,0
"5052","státní rozpoèet",4,192,0
"527","ústavní právo",4,192,0
"1144","vynìtí pùdy z produkce",4,192,0
"5377","dolní komora",4,193,0
"2698","rozpoètová pravidla",4,193,0
"3350","rozpoètovı pøesun",4,193,0
"5052","státní rozpoèet",4,193,0
"1172","vláda",4,193,0
"1983","Antarktida",4,195,0
"3546","nerostné zdroje",4,195,0
"2825","ochrana ivotního prostøedí",4,195,0
"1989","etika",4,196,0
"5488","høbitov",4,196,0
"5291","smrt",4,196,0
"4697","váleèná obì",4,196,0
"4063","èlenství v Evropské unii",4,197,0
"12","pøistoupení k Evropské unii",4,197,0
"2966","referendum",4,197,0
"4035","smlouva o pøistoupení k Evropskım spoleèenstvím",4,197,0
"706","volièské právo",4,197,0
"5618","Evropskı hospodáøskı prostor",4,200,1
"820","evropskı podnik",4,200,1
"2868","odborná kvalifikace",4,200,1
"5811","princip vzájemného uznávání",4,200,1
"1626","svoboda obchodu",4,200,1
"532","svoboda usazování",4,200,1
"814","ivnost",4,200,1
"44","místní pøíslušnost",4,201,0
"517","správní právo",4,201,0
"35","správní pravomoc",4,201,0
"2695","správní øízení",4,201,0
"1539","správní soud",4,201,0
"37","vìcná pøíslušnost",4,201,0
"44","místní pøíslušnost",4,202,1
"517","správní právo",4,202,1
"35","správní pravomoc",4,202,1
"2695","správní øízení",4,202,1
"1539","správní soud",4,202,1
"37","vìcná pøíslušnost",4,202,1
"4003","cizí státní obèan",4,203,1
"552","cizinecké právo",4,203,1
"1909","migrace",4,203,1
"3075","pomoc uprchlíkùm",4,203,1
"4004","povolení k pobytu",4,203,1
"4005","vstup cizincù",4,203,1
"2877","dekontaminace",4,204,0
"4087","osobní zbraò",4,204,0
"3434","støelná zbraò a støelivo",4,204,0
"945","vıbušnina",4,204,0
"4585","daò z pøidané hodnoty",4,205,1
"365","daòová úleva",4,205,1
"5566","daòové pøiznání",4,205,1
"4392","sazba DPH",4,205,1
"4470","cestovní ruch",4,206,0
"1919","domácí zvíøe",4,206,0
"1017","finance místních úøadù",4,206,0
"1404","hotelovı prùmysl",4,206,0
"1317","místní daò",4,206,0
"5018","alkoholickı nápoj",4,207,1
"1310","daò",4,207,1
"1321","daò ze spotøeby",4,207,1
"1143","chemickı alkohol",4,207,1
"4883","pivo",4,207,1
"4373","tabák",4,207,1
"3559","jmenování pracovníkù",4,208,0
"1646","propuštìní",4,208,0
"1537","soudce",4,208,0
"5923","soudní systém",4,208,0
"148","ústava",4,208,0
"1537","soudce",4,209,0
"2585","soudní pravomoc",4,209,0
"5923","soudní systém",4,209,0
"77","veøejná správa",4,209,0
"1528","mladı èlovìk",4,210,0
"1546","soud pro mladistvé",4,210,0
"3513","trestní odpovìdnost",4,210,0
"375","zloèinnost mládee",4,210,0
"1362","chemickı prùmysl",4,211,1
"2739","chemickı vırobek",4,211,1
"4308","nebezpeèná látka",4,211,1
"2825","ochrana ivotního prostøedí",4,211,1
"3730","zdravotní riziko",4,211,1
"1929","chov zvíøat",4,212,1
"2830","ochrana zvíøat",4,212,1
"5462","péèe o pohodu zvíøat",4,212,1
"5903","pøedstavení se zvíøaty",4,212,1
"4152","pøeprava zvíøat",4,212,1
"5877","zdraví zvíøat",4,212,1
"45","konkurenceschopnost",4,213,1
"1641","obchodní licence",4,213,1
"4133","poštovní sluba",4,213,1
"2566","spoje",4,213,1
"4431","telefon",4,213,1
"4424","telekomunikace",4,213,1
"1385","telekomunikaèní prùmysl",4,213,1
"4003","cizí státní obèan",4,214,1
"552","cizinecké právo",4,214,1
"2867","politickı azyl",4,214,1
"4004","povolení k pobytu",4,214,1
"3940","trvalı pobyt",4,214,1
"5796","vízová politika",4,214,1
"4005","vstup cizincù",4,214,1
"950","vyhoštìní",4,214,1
"838","epidemiologie",4,215,1
"607","pitná voda",4,215,1
"1853","pracovní lékaøství",4,215,1
"3371","veøejná hygiena",4,215,1
"3885","zdraví veøejnosti",4,215,1
"2479","zdravotní politika",4,215,1
"1596","zdravotnická legislativa",4,215,1
"4285","pøebyteèné zásoby",4,216,0
"4503","pøevod vlastnictví",4,216,0
"6034","správní celek",4,216,0
"4822","vojenská základna",4,216,0
"2647","zbranì",4,216,0
"2236","aplikace zákona",4,218,0
"1314","daò z majetku",4,218,0
"4838","EIB",4,220,0
"876","nemocnièní zaøízení",4,220,0
"3286","pediatrie",4,220,0
"292","støednìdobı úvìr",4,220,0
"1011","financování strany",4,228,0
"2001","názorové hnutí",4,228,0
"2258","politická strana",4,228,0
"1618","svoboda spolèování",4,228,0
"2894","zpráva o èinnosti",4,228,0
"2628","armáda",4,229,0
"4106","civilní sluba",4,229,0
"5610","vojenskı vıcvik",4,229,0
"4127","základní vojenská sluba",4,229,0
"1131","garantovanı pøíjem",4,230,0
"3843","mzda",4,230,0
"3273","odmìòování za práci",4,230,0
"3548","práce v nedìli",4,230,0
"3131","dopravní pøedpisy",4,231,0
"4653","jednostopé vozidlo",4,231,0
"4533","silnièní doprava",4,231,0
"3110","státní poznávací znaèka",4,231,0
"3117","technická kontrola",4,231,0
"5093","nabytí vlastnictví",4,232,0
"4503","pøevod vlastnictví",4,232,0
"3009","systém vlastnictví pùdy",4,232,0
"2814","zemìdìlská nemovitost",4,232,0
"2701","soudní øízení",4,234,0
"5550","spolupráce v oblasti justice",4,234,0
"930","vıkon rozhodnutí",4,234,0
"1898","hospodáøské zvíøe",4,236,1
"5034","skot",4,236,1
"3408","šlechtìní zvíøat",4,236,1
"2278","kulturní dìdictví",4,239,1
"4877","kulturní majetek",4,239,1
"3169","nedovolenı obchod",4,239,1
"5513","obchod s umìním",4,239,1
"2840","ochrana kulturního dìdictví",4,239,1
"2359","malé a støední podniky",4,241,0
"835","podpora podnikání",4,241,0
"38","ústøední orgány státní správy",4,241,0
"2454","komunitární politika zamìstnanosti",4,242,1
"2868","odborná kvalifikace",4,242,1
"1638","svoboda poskytovat sluby",4,242,1
"2932","uznání diplomu",4,242,1
"5178","uznání studia",4,242,1
"1634","volnı pohyb pracovníkù",4,242,1
"68","místní orgány státní správy",4,243,0
"27","obec",4,243,0
"5204","pøenos pøíslušnosti",4,243,0
"3031","region",4,243,0
"6034","správní celek",4,243,0
"35","správní pravomoc",4,243,0
"2166","struktura státní správy",4,243,0
"4272","územní samospráva",4,243,0
"1017","finance místních úøadù",4,244,0
"27","obec",4,244,0
"3253","pøídìl rozpoètovıch prostøedkù",4,244,0
"5175","rozpoèet školství",4,244,0
"4272","územní samospráva",4,244,0
"77","veøejná správa",4,244,0
"1440","povodeò",4,245,0
"413","pøírodní katastrofa",4,245,0
"3031","region",4,245,0
"597","voda",4,245,0
"260","vodní tok",4,245,0
"1114","hranice",4,249,0
"3064","pohranièní oblast",4,249,0
"4353","Rakousko",4,249,0
"5870","revize dohody",4,249,0
"4036","bezpeènost vırobku",4,252,1
"4347","dohled nad trhem",4,252,1
"1425","informace pro spotøebitele",4,252,1
"4308","nebezpeèná látka",4,252,1
"2836","ochrana spotøebitele",4,252,1
"5573","oznaèení vırobku",4,252,1
"3641","technické pøedpisy a normy",4,252,1
"2236","aplikace zákona",4,253,0
"3273","odmìòování za práci",4,253,0
"1047","státní úøedník",4,253,0
"734","státní zamìstnanec",4,253,0
"4273","statut zamìstnance",4,253,0
"38","ústøední orgány státní správy",4,253,0
